,name,url,country,Geography,Population (millions),Region,revision_id,article_quality
5412,George Forsyth (footballer),https://en.wikipedia.org/wiki/George_Forsyth_(footballer),Peru,Peru,33.4,SOUTH AMERICA,1093610326,GA
5413,Hildebrando Fuentes,https://en.wikipedia.org/wiki/Hildebrando_Fuentes,Peru,Peru,33.4,SOUTH AMERICA,1097472487,Start
5414,Ronald Gamarra Herrera,https://en.wikipedia.org/wiki/Ronald_Gamarra_Herrera,Peru,Peru,33.4,SOUTH AMERICA,1097472690,Stub
5415,Carlos Gamarra Ugaz,https://en.wikipedia.org/wiki/Carlos_Gamarra_Ugaz,Peru,Peru,33.4,SOUTH AMERICA,1097472740,Start
5416,Rafael Arcangel Avalos Garcia,https://en.wikipedia.org/wiki/Rafael_Arcangel_Avalos_Garcia,Peru,Peru,33.4,SOUTH AMERICA,1060107117,Stub
5417,Francisco de Paula González Vigil,https://en.wikipedia.org/wiki/Francisco_de_Paula_González_Vigil,Peru,Peru,33.4,SOUTH AMERICA,1060068653,Start
5418,Julio Guzmán,https://en.wikipedia.org/wiki/Julio_Guzmán,Peru,Peru,33.4,SOUTH AMERICA,1096456567,C
5419,Nadine Heredia,https://en.wikipedia.org/wiki/Nadine_Heredia,Peru,Peru,33.4,SOUTH AMERICA,1107010550,Start
5420,Fernando Herrera Mamani,https://en.wikipedia.org/wiki/Fernando_Herrera_Mamani,Peru,Peru,33.4,SOUTH AMERICA,1100256402,Start
5421,Antonio Huachaca,https://en.wikipedia.org/wiki/Antonio_Huachaca,Peru,Peru,33.4,SOUTH AMERICA,1109866720,FA
5422,José Huerta,https://en.wikipedia.org/wiki/José_Huerta,Peru,Peru,33.4,SOUTH AMERICA,1108482833,Start
5423,Patricia Juárez,https://en.wikipedia.org/wiki/Patricia_Juárez,Peru,Peru,33.4,SOUTH AMERICA,1115167237,Start
5424,Luis Felipe de Las Casas Grieve,https://en.wikipedia.org/wiki/Luis_Felipe_de_Las_Casas_Grieve,Peru,Peru,33.4,SOUTH AMERICA,1094060287,Stub
5425,Nieves Limachi,https://en.wikipedia.org/wiki/Nieves_Limachi,Peru,Peru,33.4,SOUTH AMERICA,1056507136,Stub
5426,Rafael López Aliaga,https://en.wikipedia.org/wiki/Rafael_López_Aliaga,Peru,Peru,33.4,SOUTH AMERICA,1115165572,GA
5427,Santiago Manuin Valera,https://en.wikipedia.org/wiki/Santiago_Manuin_Valera,Peru,Peru,33.4,SOUTH AMERICA,1104379963,Stub
5428,Oscar Mollohuanca,https://en.wikipedia.org/wiki/Oscar_Mollohuanca,Peru,Peru,33.4,SOUTH AMERICA,963951858,C
5429,Jorge Muñoz (Peruvian politician),https://en.wikipedia.org/wiki/Jorge_Muñoz_(Peruvian_politician),Peru,Peru,33.4,SOUTH AMERICA,1105812167,C
5430,Luis Nava Guibert,https://en.wikipedia.org/wiki/Luis_Nava_Guibert,Peru,Peru,33.4,SOUTH AMERICA,1105909691,C
5431,Rosa María Ortiz,https://en.wikipedia.org/wiki/Rosa_María_Ortiz,Peru,Peru,33.4,SOUTH AMERICA,1103929161,Stub
5432,Bruno Pacheco (politician),https://en.wikipedia.org/wiki/Bruno_Pacheco_(politician),Peru,Peru,33.4,SOUTH AMERICA,1115169812,C
5433,Jorge Polar,https://en.wikipedia.org/wiki/Jorge_Polar,Peru,Peru,33.4,SOUTH AMERICA,972532640,Stub
5434,Luis de la Puente Uceda,https://en.wikipedia.org/wiki/Luis_de_la_Puente_Uceda,Peru,Peru,33.4,SOUTH AMERICA,1090725579,C
5435,Jaime Quijandría Salmón,https://en.wikipedia.org/wiki/Jaime_Quijandría_Salmón,Peru,Peru,33.4,SOUTH AMERICA,1089545411,Start
5436,Roberto Ramírez del Villar,https://en.wikipedia.org/wiki/Roberto_Ramírez_del_Villar,Peru,Peru,33.4,SOUTH AMERICA,1097529786,Stub
5437,Luisa Revilla,https://en.wikipedia.org/wiki/Luisa_Revilla,Peru,Peru,33.4,SOUTH AMERICA,1105944510,Stub
5438,José de la Riva-Agüero y Looz-Corswarem,https://en.wikipedia.org/wiki/José_de_la_Riva-Agüero_y_Looz-Corswarem,Peru,Peru,33.4,SOUTH AMERICA,987096306,Stub
5439,Miguel Romero Sotelo,https://en.wikipedia.org/wiki/Miguel_Romero_Sotelo,Peru,Peru,33.4,SOUTH AMERICA,1114457561,Start
5440,Miguel Rosas,https://en.wikipedia.org/wiki/Miguel_Rosas,Peru,Peru,33.4,SOUTH AMERICA,1010787172,Start
5441,José Faustino Sánchez Carrión,https://en.wikipedia.org/wiki/José_Faustino_Sánchez_Carrión,Peru,Peru,33.4,SOUTH AMERICA,1009677935,Start
5442,José Manuel Valdés,https://en.wikipedia.org/wiki/José_Manuel_Valdés,Peru,Peru,33.4,SOUTH AMERICA,1070143577,Start
5443,Mario Vargas Llosa,https://en.wikipedia.org/wiki/Mario_Vargas_Llosa,Peru,Peru,33.4,SOUTH AMERICA,1114963826,FA
5444,César Vásquez Bazán,https://en.wikipedia.org/wiki/César_Vásquez_Bazán,Peru,Peru,33.4,SOUTH AMERICA,1090348699,Start
5445,Walter Vásquez Vejarano,https://en.wikipedia.org/wiki/Walter_Vásquez_Vejarano,Peru,Peru,33.4,SOUTH AMERICA,1114127798,Stub
5446,Federico Villarreal,https://en.wikipedia.org/wiki/Federico_Villarreal,Peru,Peru,33.4,SOUTH AMERICA,1060047142,Stub
5447,Waldemar Cerrón,https://en.wikipedia.org/wiki/Waldemar_Cerrón,Peru,Peru,33.4,SOUTH AMERICA,1097561931,Start
5448,María Zavala Valladares,https://en.wikipedia.org/wiki/María_Zavala_Valladares,Peru,Peru,33.4,SOUTH AMERICA,1097532250,Stub
5449,Claudio Zolla,https://en.wikipedia.org/wiki/Claudio_Zolla,Peru,Peru,33.4,SOUTH AMERICA,1112899617,Start
5450,Krzysztof Abrahamowicz,https://en.wikipedia.org/wiki/Krzysztof_Abrahamowicz,Poland,Poland,38.0,EASTERN EUROPE,1016720529,Stub
5451,Victor Alter,https://en.wikipedia.org/wiki/Victor_Alter,Poland,Poland,38.0,EASTERN EUROPE,1112446541,C
5452,Szymon Askenazy,https://en.wikipedia.org/wiki/Szymon_Askenazy,Poland,Poland,38.0,EASTERN EUROPE,1084066842,Start
5453,Count Kasimir Felix Badeni,https://en.wikipedia.org/wiki/Count_Kasimir_Felix_Badeni,Poland,Poland,38.0,EASTERN EUROPE,1107769526,C
5454,Franciszek Bajorek,https://en.wikipedia.org/wiki/Franciszek_Bajorek,Poland,Poland,38.0,EASTERN EUROPE,995841578,Start
5455,Wojciech Bakun,https://en.wikipedia.org/wiki/Wojciech_Bakun,Poland,Poland,38.0,EASTERN EUROPE,1091259348,Stub
5456,Józef Berger,https://en.wikipedia.org/wiki/Józef_Berger,Poland,Poland,38.0,EASTERN EUROPE,1069644730,Start
5457,Józef Biniszkiewicz,https://en.wikipedia.org/wiki/Józef_Biniszkiewicz,Poland,Poland,38.0,EASTERN EUROPE,1087422903,Start
5458,Stefan Bobrowski,https://en.wikipedia.org/wiki/Stefan_Bobrowski,Poland,Poland,38.0,EASTERN EUROPE,1112449675,C
5459,Zdzisław Bradel,https://en.wikipedia.org/wiki/Zdzisław_Bradel,Poland,Poland,38.0,EASTERN EUROPE,1078089841,Start
5460,Heinrich von Brühl,https://en.wikipedia.org/wiki/Heinrich_von_Brühl,Poland,Poland,38.0,EASTERN EUROPE,1108940872,C
5461,Ryszard Brzuzy,https://en.wikipedia.org/wiki/Ryszard_Brzuzy,Poland,Poland,38.0,EASTERN EUROPE,1100209980,Stub
5462,Wiktor Budzyński,https://en.wikipedia.org/wiki/Wiktor_Budzyński,Poland,Poland,38.0,EASTERN EUROPE,1077909546,Stub
5463,Ryszard Bugaj,https://en.wikipedia.org/wiki/Ryszard_Bugaj,Poland,Poland,38.0,EASTERN EUROPE,1079054630,Stub
5464,Franciszek Bujak,https://en.wikipedia.org/wiki/Franciszek_Bujak,Poland,Poland,38.0,EASTERN EUROPE,1083165462,Stub
5465,Andrzej Butra,https://en.wikipedia.org/wiki/Andrzej_Butra,Poland,Poland,38.0,EASTERN EUROPE,1108842404,Stub
5466,Florian Ceynowa,https://en.wikipedia.org/wiki/Florian_Ceynowa,Poland,Poland,38.0,EASTERN EUROPE,1065042989,Start
5467,Aleksander Franciszek Chodkiewicz,https://en.wikipedia.org/wiki/Aleksander_Franciszek_Chodkiewicz,Poland,Poland,38.0,EASTERN EUROPE,1103222965,C
5468,Władysław Ciastoń,https://en.wikipedia.org/wiki/Władysław_Ciastoń,Poland,Poland,38.0,EASTERN EUROPE,1100211714,Start
5469,Adolf Ciborowski,https://en.wikipedia.org/wiki/Adolf_Ciborowski,Poland,Poland,38.0,EASTERN EUROPE,1070504987,Start
5470,Aleksy Ćwiakowski,https://en.wikipedia.org/wiki/Aleksy_Ćwiakowski,Poland,Poland,38.0,EASTERN EUROPE,1063975254,Stub
5471,Jan Chryzostom Czapski,https://en.wikipedia.org/wiki/Jan_Chryzostom_Czapski,Poland,Poland,38.0,EASTERN EUROPE,991144759,Start
5472,Franciszek Dąbal,https://en.wikipedia.org/wiki/Franciszek_Dąbal,Poland,Poland,38.0,EASTERN EUROPE,1056149724,Stub
5473,Mikołaj Daniłowicz,https://en.wikipedia.org/wiki/Mikołaj_Daniłowicz,Poland,Poland,38.0,EASTERN EUROPE,996326254,Start
5474,Bronisław Dankowski,https://en.wikipedia.org/wiki/Bronisław_Dankowski,Poland,Poland,38.0,EASTERN EUROPE,1102188013,Stub
5475,Jerzy Derkacz,https://en.wikipedia.org/wiki/Jerzy_Derkacz,Poland,Poland,38.0,EASTERN EUROPE,1101737672,Stub
5476,Jerzy Dietl,https://en.wikipedia.org/wiki/Jerzy_Dietl,Poland,Poland,38.0,EASTERN EUROPE,1102717331,Stub
5477,Robert Draba,https://en.wikipedia.org/wiki/Robert_Draba,Poland,Poland,38.0,EASTERN EUROPE,1080520323,Stub
5478,Franciszek Ksawery Drucki-Lubecki,https://en.wikipedia.org/wiki/Franciszek_Ksawery_Drucki-Lubecki,Poland,Poland,38.0,EASTERN EUROPE,1106132994,C
5479,Stanisław Dunin-Karwicki,https://en.wikipedia.org/wiki/Stanisław_Dunin-Karwicki,Poland,Poland,38.0,EASTERN EUROPE,998001809,B
5480,Lech Dymarski,https://en.wikipedia.org/wiki/Lech_Dymarski,Poland,Poland,38.0,EASTERN EUROPE,1094992399,Stub
5481,Tytus Działyński,https://en.wikipedia.org/wiki/Tytus_Działyński,Poland,Poland,38.0,EASTERN EUROPE,1063920632,Start
5482,Mirosław Dzielski,https://en.wikipedia.org/wiki/Mirosław_Dzielski,Poland,Poland,38.0,EASTERN EUROPE,1088837946,Stub
5483,Henryk Dziewior,https://en.wikipedia.org/wiki/Henryk_Dziewior,Poland,Poland,38.0,EASTERN EUROPE,1107176121,Stub
5484,Piotr Feliks,https://en.wikipedia.org/wiki/Piotr_Feliks,Poland,Poland,38.0,EASTERN EUROPE,1072834360,Stub
5485,Tadeusz Ferenc,https://en.wikipedia.org/wiki/Tadeusz_Ferenc,Poland,Poland,38.0,EASTERN EUROPE,1107435849,Stub
5486,Agaton Giller,https://en.wikipedia.org/wiki/Agaton_Giller,Poland,Poland,38.0,EASTERN EUROPE,1095955175,Start
5487,Stanisław Gmitruk,https://en.wikipedia.org/wiki/Stanisław_Gmitruk,Poland,Poland,38.0,EASTERN EUROPE,1099822089,Start
5488,Franciszek Ksawery Godebski,https://en.wikipedia.org/wiki/Franciszek_Ksawery_Godebski,Poland,Poland,38.0,EASTERN EUROPE,1110814264,Stub
5489,Tadeusz Górczyk,https://en.wikipedia.org/wiki/Tadeusz_Górczyk,Poland,Poland,38.0,EASTERN EUROPE,1106137366,Stub
5490,Maciej Grabowski,https://en.wikipedia.org/wiki/Maciej_Grabowski,Poland,Poland,38.0,EASTERN EUROPE,1077615762,Stub
5491,Wacław Grzybowski,https://en.wikipedia.org/wiki/Wacław_Grzybowski,Poland,Poland,38.0,EASTERN EUROPE,1063982572,Stub
5492,Andrzej Gwiazda,https://en.wikipedia.org/wiki/Andrzej_Gwiazda,Poland,Poland,38.0,EASTERN EUROPE,1110765835,C
5493,Stanisław Haller,https://en.wikipedia.org/wiki/Stanisław_Haller,Poland,Poland,38.0,EASTERN EUROPE,1114934029,Start
5494,Joanna Hańderek,https://en.wikipedia.org/wiki/Joanna_Hańderek,Poland,Poland,38.0,EASTERN EUROPE,1075390247,C
5495,Ze'ev Herring,https://en.wikipedia.org/wiki/Ze'ev_Herring,Poland,Poland,38.0,EASTERN EUROPE,1064236598,Start
5496,Bogdan Hutten-Czapski,https://en.wikipedia.org/wiki/Bogdan_Hutten-Czapski,Poland,Poland,38.0,EASTERN EUROPE,1098865365,B
5497,Emeryk August Hutten-Czapski,https://en.wikipedia.org/wiki/Emeryk_August_Hutten-Czapski,Poland,Poland,38.0,EASTERN EUROPE,1087195527,GA
5498,Maksymilian Jackowski,https://en.wikipedia.org/wiki/Maksymilian_Jackowski,Poland,Poland,38.0,EASTERN EUROPE,1087424043,Stub
5499,Zdzisława Janowska,https://en.wikipedia.org/wiki/Zdzisława_Janowska,Poland,Poland,38.0,EASTERN EUROPE,1098529010,Stub
5500,Ryszard Jarzembowski,https://en.wikipedia.org/wiki/Ryszard_Jarzembowski,Poland,Poland,38.0,EASTERN EUROPE,1098687945,Stub
5501,Władysław Leopold Jaworski,https://en.wikipedia.org/wiki/Władysław_Leopold_Jaworski,Poland,Poland,38.0,EASTERN EUROPE,1033900255,Stub
5502,Kazimierz Karwowski,https://en.wikipedia.org/wiki/Kazimierz_Karwowski,Poland,Poland,38.0,EASTERN EUROPE,1081490952,C
5503,Anna Kędzierska,https://en.wikipedia.org/wiki/Anna_Kędzierska,Poland,Poland,38.0,EASTERN EUROPE,1101737808,Stub
5504,Jan Kilian (politician),https://en.wikipedia.org/wiki/Jan_Kilian_(politician),Poland,Poland,38.0,EASTERN EUROPE,1102184043,Stub
5505,Julian Klaczko,https://en.wikipedia.org/wiki/Julian_Klaczko,Poland,Poland,38.0,EASTERN EUROPE,1084061801,Start
5506,Zenon Klemensiewicz,https://en.wikipedia.org/wiki/Zenon_Klemensiewicz,Poland,Poland,38.0,EASTERN EUROPE,1084939737,Stub
5507,Jan Klimek,https://en.wikipedia.org/wiki/Jan_Klimek,Poland,Poland,38.0,EASTERN EUROPE,1063971790,Stub
5508,Karol Kniaziewicz,https://en.wikipedia.org/wiki/Karol_Kniaziewicz,Poland,Poland,38.0,EASTERN EUROPE,1063893470,Start
5509,Roman Knoll (politician),https://en.wikipedia.org/wiki/Roman_Knoll_(politician),Poland,Poland,38.0,EASTERN EUROPE,1060807594,Stub
5510,Krzysztof Kononowicz,https://en.wikipedia.org/wiki/Krzysztof_Kononowicz,Poland,Poland,38.0,EASTERN EUROPE,1112633367,C
5511,Tadeusz Kościuszko,https://en.wikipedia.org/wiki/Tadeusz_Kościuszko,Poland,Poland,38.0,EASTERN EUROPE,1113688168,FA
5512,Walerian Krasiński,https://en.wikipedia.org/wiki/Walerian_Krasiński,Poland,Poland,38.0,EASTERN EUROPE,1096241684,Start
5513,Antoni Kraszewski,https://en.wikipedia.org/wiki/Antoni_Kraszewski,Poland,Poland,38.0,EASTERN EUROPE,1064004741,Stub
5514,Eryk Kurnatowski,https://en.wikipedia.org/wiki/Eryk_Kurnatowski,Poland,Poland,38.0,EASTERN EUROPE,1101906311,Stub
5515,Jerzy Karol Kurnatowski,https://en.wikipedia.org/wiki/Jerzy_Karol_Kurnatowski,Poland,Poland,38.0,EASTERN EUROPE,1061370496,Stub
5516,Mikołaj Kurowski,https://en.wikipedia.org/wiki/Mikołaj_Kurowski,Poland,Poland,38.0,EASTERN EUROPE,1018779268,Start
5517,Karol Kuryluk,https://en.wikipedia.org/wiki/Karol_Kuryluk,Poland,Poland,38.0,EASTERN EUROPE,1080243586,B
5518,Aleksander Ładoś,https://en.wikipedia.org/wiki/Aleksander_Ładoś,Poland,Poland,38.0,EASTERN EUROPE,1072935635,C
5519,Michał Łempicki,https://en.wikipedia.org/wiki/Michał_Łempicki,Poland,Poland,38.0,EASTERN EUROPE,1087004232,GA
5520,Jerzy Jan Lerski,https://en.wikipedia.org/wiki/Jerzy_Jan_Lerski,Poland,Poland,38.0,EASTERN EUROPE,1113044253,C
5521,Tadeusz Lewandowski,https://en.wikipedia.org/wiki/Tadeusz_Lewandowski,Poland,Poland,38.0,EASTERN EUROPE,1105213966,Stub
5522,Isaac Lewin,https://en.wikipedia.org/wiki/Isaac_Lewin,Poland,Poland,38.0,EASTERN EUROPE,1064021114,Start
5523,Karol Libelt,https://en.wikipedia.org/wiki/Karol_Libelt,Poland,Poland,38.0,EASTERN EUROPE,1078047306,Start
5524,Henryk Lipszyc,https://en.wikipedia.org/wiki/Henryk_Lipszyc,Poland,Poland,38.0,EASTERN EUROPE,1075428233,Start
5525,Władysław Lisewski,https://en.wikipedia.org/wiki/Władysław_Lisewski,Poland,Poland,38.0,EASTERN EUROPE,1099409953,Start
5526,Jan Lityński,https://en.wikipedia.org/wiki/Jan_Lityński,Poland,Poland,38.0,EASTERN EUROPE,1098283350,Stub
5527,Stanisław Lorentz,https://en.wikipedia.org/wiki/Stanisław_Lorentz,Poland,Poland,38.0,EASTERN EUROPE,1083402639,Start
5528,Tomasz Łubieński,https://en.wikipedia.org/wiki/Tomasz_Łubieński,Poland,Poland,38.0,EASTERN EUROPE,1052387649,C
5529,Michal Mackevič,https://en.wikipedia.org/wiki/Michal_Mackevič,Poland,Poland,38.0,EASTERN EUROPE,1105847789,Stub
5530,Jan Mączyński,https://en.wikipedia.org/wiki/Jan_Mączyński,Poland,Poland,38.0,EASTERN EUROPE,1112658026,C
5531,Tomasz Mamiński,https://en.wikipedia.org/wiki/Tomasz_Mamiński,Poland,Poland,38.0,EASTERN EUROPE,1088678637,Stub
5532,Marcin Maranda,https://en.wikipedia.org/wiki/Marcin_Maranda,Poland,Poland,38.0,EASTERN EUROPE,1068890114,Start
5533,Atanazy Miączyński,https://en.wikipedia.org/wiki/Atanazy_Miączyński,Poland,Poland,38.0,EASTERN EUROPE,1106593330,Start
5534,Iwona Michałek,https://en.wikipedia.org/wiki/Iwona_Michałek,Poland,Poland,38.0,EASTERN EUROPE,1063404574,Stub
5535,Mieczysław Mickiewicz,https://en.wikipedia.org/wiki/Mieczysław_Mickiewicz,Poland,Poland,38.0,EASTERN EUROPE,1112450247,Start
5536,Miecław,https://en.wikipedia.org/wiki/Miecław,Poland,Poland,38.0,EASTERN EUROPE,1109138927,Start
5537,Marek Minda,https://en.wikipedia.org/wiki/Marek_Minda,Poland,Poland,38.0,EASTERN EUROPE,1098664838,Stub
5538,Andrzej Frycz Modrzewski,https://en.wikipedia.org/wiki/Andrzej_Frycz_Modrzewski,Poland,Poland,38.0,EASTERN EUROPE,1096937236,C
5539,Tadeusz Mostowski,https://en.wikipedia.org/wiki/Tadeusz_Mostowski,Poland,Poland,38.0,EASTERN EUROPE,1016334683,Start
5540,Marian Moszoro,https://en.wikipedia.org/wiki/Marian_Moszoro,Poland,Poland,38.0,EASTERN EUROPE,949705004,Start
5541,Kazimierz Narutowicz,https://en.wikipedia.org/wiki/Kazimierz_Narutowicz,Poland,Poland,38.0,EASTERN EUROPE,1075412839,Stub
5542,Andrzej Niegolewski,https://en.wikipedia.org/wiki/Andrzej_Niegolewski,Poland,Poland,38.0,EASTERN EUROPE,1108900664,Start
5543,Szymon Niemiec,https://en.wikipedia.org/wiki/Szymon_Niemiec,Poland,Poland,38.0,EASTERN EUROPE,1114848884,Start
5544,Bonawentura Niemojowski,https://en.wikipedia.org/wiki/Bonawentura_Niemojowski,Poland,Poland,38.0,EASTERN EUROPE,1098343683,C
5545,Wincenty Niemojowski,https://en.wikipedia.org/wiki/Wincenty_Niemojowski,Poland,Poland,38.0,EASTERN EUROPE,787356536,Stub
5546,Jerzy Nos,https://en.wikipedia.org/wiki/Jerzy_Nos,Poland,Poland,38.0,EASTERN EUROPE,990311615,Stub
5547,Mieczysław Nowicki,https://en.wikipedia.org/wiki/Mieczysław_Nowicki,Poland,Poland,38.0,EASTERN EUROPE,957809517,Stub
5548,Juliusz Nowina-Sokolnicki,https://en.wikipedia.org/wiki/Juliusz_Nowina-Sokolnicki,Poland,Poland,38.0,EASTERN EUROPE,1066661976,Start
5549,Wacław Olszak,https://en.wikipedia.org/wiki/Wacław_Olszak,Poland,Poland,38.0,EASTERN EUROPE,1055323103,Start
5550,Antoni Jan Ostrowski,https://en.wikipedia.org/wiki/Antoni_Jan_Ostrowski,Poland,Poland,38.0,EASTERN EUROPE,1063975014,Start
5551,Henryk Ostrowski,https://en.wikipedia.org/wiki/Henryk_Ostrowski,Poland,Poland,38.0,EASTERN EUROPE,1098283125,Stub
5552,Stanisława Paleolog,https://en.wikipedia.org/wiki/Stanisława_Paleolog,Poland,Poland,38.0,EASTERN EUROPE,1101905265,Start
5553,Rudolf Paszek,https://en.wikipedia.org/wiki/Rudolf_Paszek,Poland,Poland,38.0,EASTERN EUROPE,1073746053,Start
5554,Grzegorz Piechowiak,https://en.wikipedia.org/wiki/Grzegorz_Piechowiak,Poland,Poland,38.0,EASTERN EUROPE,1069129905,Stub
5555,Kazimierz Pietkiewicz,https://en.wikipedia.org/wiki/Kazimierz_Pietkiewicz,Poland,Poland,38.0,EASTERN EUROPE,1063998873,Stub
5556,Leon Piniński,https://en.wikipedia.org/wiki/Leon_Piniński,Poland,Poland,38.0,EASTERN EUROPE,1114782968,Start
5557,Edward Pomorski,https://en.wikipedia.org/wiki/Edward_Pomorski,Poland,Poland,38.0,EASTERN EUROPE,1029720029,Start
5558,Adam Józef Potocki,https://en.wikipedia.org/wiki/Adam_Józef_Potocki,Poland,Poland,38.0,EASTERN EUROPE,1060502411,Start
5559,Dominik Potocki,https://en.wikipedia.org/wiki/Dominik_Potocki,Poland,Poland,38.0,EASTERN EUROPE,1029494168,Stub
5560,Ignacy Potocki,https://en.wikipedia.org/wiki/Ignacy_Potocki,Poland,Poland,38.0,EASTERN EUROPE,1099262597,GA
5561,Gustaw Przeczek,https://en.wikipedia.org/wiki/Gustaw_Przeczek,Poland,Poland,38.0,EASTERN EUROPE,1081491077,Start
5562,Karol Dominik Przezdziecki,https://en.wikipedia.org/wiki/Karol_Dominik_Przezdziecki,Poland,Poland,38.0,EASTERN EUROPE,1103672046,Stub
5563,Włodzimierz Ptasznik,https://en.wikipedia.org/wiki/Włodzimierz_Ptasznik,Poland,Poland,38.0,EASTERN EUROPE,1068887021,Start
5564,Antoni Rajkiewicz,https://en.wikipedia.org/wiki/Antoni_Rajkiewicz,Poland,Poland,38.0,EASTERN EUROPE,1098802684,Stub
5565,Stanisław Rehman,https://en.wikipedia.org/wiki/Stanisław_Rehman,Poland,Poland,38.0,EASTERN EUROPE,787722279,Stub
5566,Mikołaj Rej,https://en.wikipedia.org/wiki/Mikołaj_Rej,Poland,Poland,38.0,EASTERN EUROPE,1079978956,C
5567,Józef Retinger,https://en.wikipedia.org/wiki/Józef_Retinger,Poland,Poland,38.0,EASTERN EUROPE,1097829380,GA
5568,Michał Józef Römer,https://en.wikipedia.org/wiki/Michał_Józef_Römer,Poland,Poland,38.0,EASTERN EUROPE,1111016145,Start
5569,Tadeusz Romer,https://en.wikipedia.org/wiki/Tadeusz_Romer,Poland,Poland,38.0,EASTERN EUROPE,1084612298,Start
5570,Adam Ronikier,https://en.wikipedia.org/wiki/Adam_Ronikier,Poland,Poland,38.0,EASTERN EUROPE,973871255,Start
5571,Milena Rudnytska,https://en.wikipedia.org/wiki/Milena_Rudnytska,Poland,Poland,38.0,EASTERN EUROPE,1111993822,GA
5572,Tadeusz Rudolf,https://en.wikipedia.org/wiki/Tadeusz_Rudolf,Poland,Poland,38.0,EASTERN EUROPE,1115091719,Stub
5573,Jerzy Rutkowski,https://en.wikipedia.org/wiki/Jerzy_Rutkowski,Poland,Poland,38.0,EASTERN EUROPE,1005788372,Stub
5574,Józef Rymer,https://en.wikipedia.org/wiki/Józef_Rymer,Poland,Poland,38.0,EASTERN EUROPE,1075462370,Stub
5575,Lew Rywin,https://en.wikipedia.org/wiki/Lew_Rywin,Poland,Poland,38.0,EASTERN EUROPE,1115086843,Stub
5576,Władysław Hieronim Sanguszko,https://en.wikipedia.org/wiki/Władysław_Hieronim_Sanguszko,Poland,Poland,38.0,EASTERN EUROPE,1107025541,Stub
5577,Aleksander Antoni Sapieha,https://en.wikipedia.org/wiki/Aleksander_Antoni_Sapieha,Poland,Poland,38.0,EASTERN EUROPE,1106840939,Stub
5578,Filip Schleicher,https://en.wikipedia.org/wiki/Filip_Schleicher,Poland,Poland,38.0,EASTERN EUROPE,1096047888,Stub
5579,Mieczysław Serwiński,https://en.wikipedia.org/wiki/Mieczysław_Serwiński,Poland,Poland,38.0,EASTERN EUROPE,1069525294,Start
5580,Miriam Shaded,https://en.wikipedia.org/wiki/Miriam_Shaded,Poland,Poland,38.0,EASTERN EUROPE,1099202783,Start
5581,Sieciech,https://en.wikipedia.org/wiki/Sieciech,Poland,Poland,38.0,EASTERN EUROPE,1078191064,Start
5582,Skarbimir,https://en.wikipedia.org/wiki/Skarbimir,Poland,Poland,38.0,EASTERN EUROPE,1029938740,Start
5583,Stanisław Sławiński,https://en.wikipedia.org/wiki/Stanisław_Sławiński,Poland,Poland,38.0,EASTERN EUROPE,972141438,Stub
5584,Waldemar Sługocki,https://en.wikipedia.org/wiki/Waldemar_Sługocki,Poland,Poland,38.0,EASTERN EUROPE,1068636232,Stub
5585,Krzysztof Smela,https://en.wikipedia.org/wiki/Krzysztof_Smela,Poland,Poland,38.0,EASTERN EUROPE,996003859,Start
5586,Florian Stablewski,https://en.wikipedia.org/wiki/Florian_Stablewski,Poland,Poland,38.0,EASTERN EUROPE,1070446660,Stub
5587,Walenty Stefański,https://en.wikipedia.org/wiki/Walenty_Stefański,Poland,Poland,38.0,EASTERN EUROPE,1065041442,Stub
5588,Stanisław Stempowski,https://en.wikipedia.org/wiki/Stanisław_Stempowski,Poland,Poland,38.0,EASTERN EUROPE,1101902958,Stub
5589,Zbigniew Stonoga,https://en.wikipedia.org/wiki/Zbigniew_Stonoga,Poland,Poland,38.0,EASTERN EUROPE,1109148998,Start
5590,Jan Suchorzewski,https://en.wikipedia.org/wiki/Jan_Suchorzewski,Poland,Poland,38.0,EASTERN EUROPE,1088018846,GA
5591,Jakub Świnka,https://en.wikipedia.org/wiki/Jakub_Świnka,Poland,Poland,38.0,EASTERN EUROPE,1063876713,C
5592,Edward Szczepanik,https://en.wikipedia.org/wiki/Edward_Szczepanik,Poland,Poland,38.0,EASTERN EUROPE,1109835704,C
5593,Stanisław Szczepanowski,https://en.wikipedia.org/wiki/Stanisław_Szczepanowski,Poland,Poland,38.0,EASTERN EUROPE,1082776656,Stub
5594,Tadeusz Szelachowski,https://en.wikipedia.org/wiki/Tadeusz_Szelachowski,Poland,Poland,38.0,EASTERN EUROPE,1101737760,Stub
5595,Wilhelm Szewczyk,https://en.wikipedia.org/wiki/Wilhelm_Szewczyk,Poland,Poland,38.0,EASTERN EUROPE,1112482979,Start
5596,Adam Szłapka,https://en.wikipedia.org/wiki/Adam_Szłapka,Poland,Poland,38.0,EASTERN EUROPE,1086257841,Start
5597,Józef Szujski,https://en.wikipedia.org/wiki/Józef_Szujski,Poland,Poland,38.0,EASTERN EUROPE,1110480883,Start
5598,Teodor Szybiłło,https://en.wikipedia.org/wiki/Teodor_Szybiłło,Poland,Poland,38.0,EASTERN EUROPE,1080870167,Stub
5599,Jakub Szydłowiecki,https://en.wikipedia.org/wiki/Jakub_Szydłowiecki,Poland,Poland,38.0,EASTERN EUROPE,949815321,Start
