article_title,url_link,country,article_quality,revision_id,geography,population,region
Joseph Skaff,https://en.wikipedia.org/wiki/Joseph_Skaff,Lebanon,Start,1095147871,Lebanon,5.5,WESTERN ASIA
Myriam Skaff,https://en.wikipedia.org/wiki/Myriam_Skaff,Lebanon,Start,1105734768,Lebanon,5.5,WESTERN ASIA
Maurice Sleem,https://en.wikipedia.org/wiki/Maurice_Sleem,Lebanon,Stub,1114994320,Lebanon,5.5,WESTERN ASIA
Mounira Solh,https://en.wikipedia.org/wiki/Mounira_Solh,Lebanon,C,1103683839,Lebanon,5.5,WESTERN ASIA
Fares Souaid,https://en.wikipedia.org/wiki/Fares_Souaid,Lebanon,Start,1091618473,Lebanon,5.5,WESTERN ASIA
Strong Lebanon,https://en.wikipedia.org/wiki/Strong_Lebanon,Lebanon,Stub,1111162572,Lebanon,5.5,WESTERN ASIA
Jean Talouzian,https://en.wikipedia.org/wiki/Jean_Talouzian,Lebanon,Stub,1115225277,Lebanon,5.5,WESTERN ASIA
Imad Wakim,https://en.wikipedia.org/wiki/Imad_Wakim,Lebanon,Stub,1105568437,Lebanon,5.5,WESTERN ASIA
Amal Abou Zeid,https://en.wikipedia.org/wiki/Amal_Abou_Zeid,Lebanon,Start,1110787396,Lebanon,5.5,WESTERN ASIA
Tsepo Mzonethi,https://en.wikipedia.org/wiki/Tsepo_Mzonethi,Lesotho,Stub,1090856440,Lesotho,2.3,SOUTHERN AFRICA
Maphoka Motoboli,https://en.wikipedia.org/wiki/Maphoka_Motoboli,Lesotho,Stub,1060492645,Lesotho,2.3,SOUTHERN AFRICA
Keketso Rantso,https://en.wikipedia.org/wiki/Keketso_Rantso,Lesotho,Stub,1081425950,Lesotho,2.3,SOUTHERN AFRICA
Lebohang Thotanyane,https://en.wikipedia.org/wiki/Lebohang_Thotanyane,Lesotho,Stub,988255983,Lesotho,2.3,SOUTHERN AFRICA
Thomas Nimene Botoe,https://en.wikipedia.org/wiki/Thomas_Nimene_Botoe,Liberia,Stub,1032852481,Liberia,5.3,WESTERN AFRICA
Laurence Konmla Bropleh,https://en.wikipedia.org/wiki/Laurence_Konmla_Bropleh,Liberia,C,1111811069,Liberia,5.3,WESTERN AFRICA
MacDella Cooper,https://en.wikipedia.org/wiki/MacDella_Cooper,Liberia,Start,1090905959,Liberia,5.3,WESTERN AFRICA
Ellen Corkrum,https://en.wikipedia.org/wiki/Ellen_Corkrum,Liberia,Start,1073787199,Liberia,5.3,WESTERN AFRICA
Alexander B. Cummings Jr.,https://en.wikipedia.org/wiki/Alexander_B._Cummings_Jr.,Liberia,C,1082609064,Liberia,5.3,WESTERN AFRICA
Bernice Dahn,https://en.wikipedia.org/wiki/Bernice_Dahn,Liberia,Start,1065553283,Liberia,5.3,WESTERN AFRICA
Josiah Johnson (footballer),https://en.wikipedia.org/wiki/Josiah_Johnson_(footballer),Liberia,Start,1077574201,Liberia,5.3,WESTERN AFRICA
Wesley Momo Johnson,https://en.wikipedia.org/wiki/Wesley_Momo_Johnson,Liberia,Stub,1103796944,Liberia,5.3,WESTERN AFRICA
Roland B. Kai,https://en.wikipedia.org/wiki/Roland_B._Kai,Liberia,Stub,1082873073,Liberia,5.3,WESTERN AFRICA
Boima Kamara,https://en.wikipedia.org/wiki/Boima_Kamara,Liberia,Stub,1085305979,Liberia,5.3,WESTERN AFRICA
J. Edwin Lloyd,https://en.wikipedia.org/wiki/J._Edwin_Lloyd,Liberia,Start,1043104532,Liberia,5.3,WESTERN AFRICA
Momulu Massaquoi,https://en.wikipedia.org/wiki/Momulu_Massaquoi,Liberia,Start,1108938993,Liberia,5.3,WESTERN AFRICA
Nathaniel Varney Massaquoi,https://en.wikipedia.org/wiki/Nathaniel_Varney_Massaquoi,Liberia,Start,1102401865,Liberia,5.3,WESTERN AFRICA
Edward B. McClain Jr.,https://en.wikipedia.org/wiki/Edward_B._McClain_Jr.,Liberia,Stub,1064569309,Liberia,5.3,WESTERN AFRICA
Eugene Lenn Nagbe,https://en.wikipedia.org/wiki/Eugene_Lenn_Nagbe,Liberia,Stub,1083251751,Liberia,5.3,WESTERN AFRICA
John Brown Russwurm,https://en.wikipedia.org/wiki/John_Brown_Russwurm,Liberia,C,1094234122,Liberia,5.3,WESTERN AFRICA
Clarence Lorenzo Simpson Jr.,https://en.wikipedia.org/wiki/Clarence_Lorenzo_Simpson_Jr.,Liberia,C,1105954487,Liberia,5.3,WESTERN AFRICA
Jeremiah Sulunteh,https://en.wikipedia.org/wiki/Jeremiah_Sulunteh,Liberia,Start,1083116492,Liberia,5.3,WESTERN AFRICA
Alaric Tokpa,https://en.wikipedia.org/wiki/Alaric_Tokpa,Liberia,Stub,1109480786,Liberia,5.3,WESTERN AFRICA
E. Reginald Townsend,https://en.wikipedia.org/wiki/E._Reginald_Townsend,Liberia,C,1097308313,Liberia,5.3,WESTERN AFRICA
Blahsue Vonleh,https://en.wikipedia.org/wiki/Blahsue_Vonleh,Liberia,Stub,966652408,Liberia,5.3,WESTERN AFRICA
Tom Woewiyu,https://en.wikipedia.org/wiki/Tom_Woewiyu,Liberia,C,1106530241,Liberia,5.3,WESTERN AFRICA
Abdullah al-Lafi,https://en.wikipedia.org/wiki/Abdullah_al-Lafi,Libya,Stub,1110626129,Libya,6.8,NORTHERN AFRICA
Ahmed Rafiq Almhadoui,https://en.wikipedia.org/wiki/Ahmed_Rafiq_Almhadoui,Libya,Stub,980219181,Libya,6.8,NORTHERN AFRICA
Mohamed Abulasʽad El-ʽAlem,https://en.wikipedia.org/wiki/Mohamed_Abulasʽad_El-ʽAlem,Libya,Stub,978820765,Libya,6.8,NORTHERN AFRICA
Abd-Rabbo al-Barassi,https://en.wikipedia.org/wiki/Abd-Rabbo_al-Barassi,Libya,Stub,1107627532,Libya,6.8,NORTHERN AFRICA
Fathi Bashagha,https://en.wikipedia.org/wiki/Fathi_Bashagha,Libya,C,1107188555,Libya,6.8,NORTHERN AFRICA
Mohamed Ben Ghalbon,https://en.wikipedia.org/wiki/Mohamed_Ben_Ghalbon,Libya,C,1045780839,Libya,6.8,NORTHERN AFRICA
Ahmad Bishti,https://en.wikipedia.org/wiki/Ahmad_Bishti,Libya,Stub,988068224,Libya,6.8,NORTHERN AFRICA
Abdul Hamid Dbeibeh,https://en.wikipedia.org/wiki/Abdul_Hamid_Dbeibeh,Libya,C,1110571770,Libya,6.8,NORTHERN AFRICA
Ehtuish Ehtuish,https://en.wikipedia.org/wiki/Ehtuish_Ehtuish,Libya,Start,1095905433,Libya,6.8,NORTHERN AFRICA
Mohamed Eshtewi,https://en.wikipedia.org/wiki/Mohamed_Eshtewi,Libya,C,1108004165,Libya,6.8,NORTHERN AFRICA
Ahmed Gaddaf al-Dam,https://en.wikipedia.org/wiki/Ahmed_Gaddaf_al-Dam,Libya,C,1111251503,Libya,6.8,NORTHERN AFRICA
Hisham Ben Ghalbon,https://en.wikipedia.org/wiki/Hisham_Ben_Ghalbon,Libya,C,983057293,Libya,6.8,NORTHERN AFRICA
Khalifa Haftar,https://en.wikipedia.org/wiki/Khalifa_Haftar,Libya,FA,1093248500,Libya,6.8,NORTHERN AFRICA
El Waer Hakim,https://en.wikipedia.org/wiki/El_Waer_Hakim,Libya,Start,1038171285,Libya,6.8,NORTHERN AFRICA
Ibrahim Jadhran,https://en.wikipedia.org/wiki/Ibrahim_Jadhran,Libya,Start,1077956574,Libya,6.8,NORTHERN AFRICA
Leila bin Khalifa,https://en.wikipedia.org/wiki/Leila_bin_Khalifa,Libya,Start,1114489972,Libya,6.8,NORTHERN AFRICA
Al-Aref al-Khoga,https://en.wikipedia.org/wiki/Al-Aref_al-Khoga,Libya,Stub,891615339,Libya,6.8,NORTHERN AFRICA
Musa Al-Koni,https://en.wikipedia.org/wiki/Musa_Al-Koni,Libya,Stub,1114169303,Libya,6.8,NORTHERN AFRICA
Mohamed al-Menfi,https://en.wikipedia.org/wiki/Mohamed_al-Menfi,Libya,Start,1113266300,Libya,6.8,NORTHERN AFRICA
Abd al-Mawla Naqi,https://en.wikipedia.org/wiki/Abd_al-Mawla_Naqi,Libya,Stub,1088160861,Libya,6.8,NORTHERN AFRICA
Abdullah Naker,https://en.wikipedia.org/wiki/Abdullah_Naker,Libya,Start,1064641845,Libya,6.8,NORTHERN AFRICA
Aref Ali Nayed,https://en.wikipedia.org/wiki/Aref_Ali_Nayed,Libya,C,1099167616,Libya,6.8,NORTHERN AFRICA
Abdel Wahab Qaid,https://en.wikipedia.org/wiki/Abdel_Wahab_Qaid,Libya,Start,1077575299,Libya,6.8,NORTHERN AFRICA
Ali Sahli,https://en.wikipedia.org/wiki/Ali_Sahli,Libya,Start,997716381,Libya,6.8,NORTHERN AFRICA
Bashir Saadawi,https://en.wikipedia.org/wiki/Bashir_Saadawi,Libya,Stub,1097982743,Libya,6.8,NORTHERN AFRICA
Fayez al-Sarraj,https://en.wikipedia.org/wiki/Fayez_al-Sarraj,Libya,C,1113620301,Libya,6.8,NORTHERN AFRICA
Mohammed El Senussi,https://en.wikipedia.org/wiki/Mohammed_El_Senussi,Libya,C,1112955623,Libya,6.8,NORTHERN AFRICA
Abdulrahman Sewehli,https://en.wikipedia.org/wiki/Abdulrahman_Sewehli,Libya,Stub,1041934642,Libya,6.8,NORTHERN AFRICA
Ashour Suleiman Shuwail,https://en.wikipedia.org/wiki/Ashour_Suleiman_Shuwail,Libya,Start,1062396177,Libya,6.8,NORTHERN AFRICA
Mohamed Taha Siala,https://en.wikipedia.org/wiki/Mohamed_Taha_Siala,Libya,Start,1040410236,Libya,6.8,NORTHERN AFRICA
Alfons Goop,https://en.wikipedia.org/wiki/Alfons_Goop,Liechtenstein,Stub,1030085950,Liechtenstein,0,WESTERN EUROPE
Peter Kaiser (historian),https://en.wikipedia.org/wiki/Peter_Kaiser_(historian),Liechtenstein,Start,1086304418,Liechtenstein,0,WESTERN EUROPE
Aleksandras Ambrazevičius,https://en.wikipedia.org/wiki/Aleksandras_Ambrazevičius,Lithuania,Stub,1055137919,Lithuania,2.8,NORTHERN EUROPE
Leonas Apšega,https://en.wikipedia.org/wiki/Leonas_Apšega,Lithuania,Stub,1055138262,Lithuania,2.8,NORTHERN EUROPE
Mykolas Arlauskas,https://en.wikipedia.org/wiki/Mykolas_Arlauskas,Lithuania,Stub,1102542977,Lithuania,2.8,NORTHERN EUROPE
Rimantas Astrauskas,https://en.wikipedia.org/wiki/Rimantas_Astrauskas,Lithuania,Stub,1055138314,Lithuania,2.8,NORTHERN EUROPE
Adomas Ąžuolas Audickas,https://en.wikipedia.org/wiki/Adomas_Ąžuolas_Audickas,Lithuania,Stub,1034971366,Lithuania,2.8,NORTHERN EUROPE
Edminas Bagdonas,https://en.wikipedia.org/wiki/Edminas_Bagdonas,Lithuania,Stub,1107087749,Lithuania,2.8,NORTHERN EUROPE
Zbignev Balcevič,https://en.wikipedia.org/wiki/Zbignev_Balcevič,Lithuania,Stub,1067686942,Lithuania,2.8,NORTHERN EUROPE
Vilius Baldišis,https://en.wikipedia.org/wiki/Vilius_Baldišis,Lithuania,Stub,1055138352,Lithuania,2.8,NORTHERN EUROPE
Vladimiras Beriozovas,https://en.wikipedia.org/wiki/Vladimiras_Beriozovas,Lithuania,Stub,1081645523,Lithuania,2.8,NORTHERN EUROPE
Kazys Boruta,https://en.wikipedia.org/wiki/Kazys_Boruta,Lithuania,Stub,1111128086,Lithuania,2.8,NORTHERN EUROPE
Dalius Čekuolis,https://en.wikipedia.org/wiki/Dalius_Čekuolis,Lithuania,Start,981172806,Lithuania,2.8,NORTHERN EUROPE
Virgilijus Čepaitis,https://en.wikipedia.org/wiki/Virgilijus_Čepaitis,Lithuania,Start,1055139334,Lithuania,2.8,NORTHERN EUROPE
Jan Ciechanowicz,https://en.wikipedia.org/wiki/Jan_Ciechanowicz,Lithuania,Start,1113206685,Lithuania,2.8,NORTHERN EUROPE
Audra Dagelytė,https://en.wikipedia.org/wiki/Audra_Dagelytė,Lithuania,Start,978650593,Lithuania,2.8,NORTHERN EUROPE
Juozas Gabrys,https://en.wikipedia.org/wiki/Juozas_Gabrys,Lithuania,C,1110562273,Lithuania,2.8,NORTHERN EUROPE
Balys Gajauskas,https://en.wikipedia.org/wiki/Balys_Gajauskas,Lithuania,Stub,1055139477,Lithuania,2.8,NORTHERN EUROPE
Bronislovas Genzelis,https://en.wikipedia.org/wiki/Bronislovas_Genzelis,Lithuania,Stub,1081643813,Lithuania,2.8,NORTHERN EUROPE
Eimantas Grakauskas,https://en.wikipedia.org/wiki/Eimantas_Grakauskas,Lithuania,Stub,1081646343,Lithuania,2.8,NORTHERN EUROPE
Kęstutis Grinius,https://en.wikipedia.org/wiki/Kęstutis_Grinius,Lithuania,Stub,1096138707,Lithuania,2.8,NORTHERN EUROPE
Šarūnas Gustainis,https://en.wikipedia.org/wiki/Šarūnas_Gustainis,Lithuania,Stub,1108456889,Lithuania,2.8,NORTHERN EUROPE
Gintautas Iešmantas,https://en.wikipedia.org/wiki/Gintautas_Iešmantas,Lithuania,Stub,1055139730,Lithuania,2.8,NORTHERN EUROPE
Stanislovas Gediminas Ilgūnas,https://en.wikipedia.org/wiki/Stanislovas_Gediminas_Ilgūnas,Lithuania,Stub,1055139813,Lithuania,2.8,NORTHERN EUROPE
Martynas Jankus,https://en.wikipedia.org/wiki/Martynas_Jankus,Lithuania,C,989879897,Lithuania,2.8,NORTHERN EUROPE
Albinas Januška,https://en.wikipedia.org/wiki/Albinas_Januška,Lithuania,Stub,1065010470,Lithuania,2.8,NORTHERN EUROPE
Jurgis Jurgelis,https://en.wikipedia.org/wiki/Jurgis_Jurgelis,Lithuania,Stub,1090998151,Lithuania,2.8,NORTHERN EUROPE
Antanas Karoblis,https://en.wikipedia.org/wiki/Antanas_Karoblis,Lithuania,Stub,1016154111,Lithuania,2.8,NORTHERN EUROPE
Juozas Karvelis,https://en.wikipedia.org/wiki/Juozas_Karvelis,Lithuania,Stub,1092210484,Lithuania,2.8,NORTHERN EUROPE
Vytautas Kolesnikovas,https://en.wikipedia.org/wiki/Vytautas_Kolesnikovas,Lithuania,Stub,1098843848,Lithuania,2.8,NORTHERN EUROPE
Szymon Konarski,https://en.wikipedia.org/wiki/Szymon_Konarski,Lithuania,C,1047077008,Lithuania,2.8,NORTHERN EUROPE
Stasys Kropas,https://en.wikipedia.org/wiki/Stasys_Kropas,Lithuania,Stub,978236314,Lithuania,2.8,NORTHERN EUROPE
Petras Kubiliūnas,https://en.wikipedia.org/wiki/Petras_Kubiliūnas,Lithuania,GA,1102814878,Lithuania,2.8,NORTHERN EUROPE
Česlovas Kudaba,https://en.wikipedia.org/wiki/Česlovas_Kudaba,Lithuania,Stub,1051528968,Lithuania,2.8,NORTHERN EUROPE
Algirdas Kumža,https://en.wikipedia.org/wiki/Algirdas_Kumža,Lithuania,Stub,1095333348,Lithuania,2.8,NORTHERN EUROPE
Dalia Kuodytė,https://en.wikipedia.org/wiki/Dalia_Kuodytė,Lithuania,Stub,1089537824,Lithuania,2.8,NORTHERN EUROPE
Bronius Kuzmickas,https://en.wikipedia.org/wiki/Bronius_Kuzmickas,Lithuania,Stub,1115418532,Lithuania,2.8,NORTHERN EUROPE
Jonas Liaučius,https://en.wikipedia.org/wiki/Jonas_Liaučius,Lithuania,Stub,1020554126,Lithuania,2.8,NORTHERN EUROPE
Zita Loseva,https://en.wikipedia.org/wiki/Zita_Loseva,Lithuania,Stub,1108440479,Lithuania,2.8,NORTHERN EUROPE
Stasys Lozoraitis (junior),https://en.wikipedia.org/wiki/Stasys_Lozoraitis_(junior),Lithuania,Stub,1113338752,Lithuania,2.8,NORTHERN EUROPE
Jonas Mačys,https://en.wikipedia.org/wiki/Jonas_Mačys,Lithuania,Stub,1018920109,Lithuania,2.8,NORTHERN EUROPE
Mykolas Majauskas,https://en.wikipedia.org/wiki/Mykolas_Majauskas,Lithuania,C,1115428484,Lithuania,2.8,NORTHERN EUROPE
Vytautas Matulevičius,https://en.wikipedia.org/wiki/Vytautas_Matulevičius,Lithuania,Start,1091859390,Lithuania,2.8,NORTHERN EUROPE
Deividas Matulionis,https://en.wikipedia.org/wiki/Deividas_Matulionis,Lithuania,Start,1101102702,Lithuania,2.8,NORTHERN EUROPE
Darius Mažintas,https://en.wikipedia.org/wiki/Darius_Mažintas,Lithuania,Start,978234421,Lithuania,2.8,NORTHERN EUROPE
Visvaldas Mažonas,https://en.wikipedia.org/wiki/Visvaldas_Mažonas,Lithuania,Start,1111828286,Lithuania,2.8,NORTHERN EUROPE
Albertas Miškinis,https://en.wikipedia.org/wiki/Albertas_Miškinis,Lithuania,Stub,1091314043,Lithuania,2.8,NORTHERN EUROPE
Donatas Morkūnas,https://en.wikipedia.org/wiki/Donatas_Morkūnas,Lithuania,Stub,1090323288,Lithuania,2.8,NORTHERN EUROPE
Mindaugas Murza,https://en.wikipedia.org/wiki/Mindaugas_Murza,Lithuania,GA,1023934564,Lithuania,2.8,NORTHERN EUROPE
Algimantas Norvilas,https://en.wikipedia.org/wiki/Algimantas_Norvilas,Lithuania,Stub,1100321449,Lithuania,2.8,NORTHERN EUROPE
Grzegorz Antoni Ogiński,https://en.wikipedia.org/wiki/Grzegorz_Antoni_Ogiński,Lithuania,Start,1104130589,Lithuania,2.8,NORTHERN EUROPE
Vytautas Paliūnas,https://en.wikipedia.org/wiki/Vytautas_Paliūnas,Lithuania,Stub,989408024,Lithuania,2.8,NORTHERN EUROPE
Rolandas Paulauskas,https://en.wikipedia.org/wiki/Rolandas_Paulauskas,Lithuania,Stub,1020295832,Lithuania,2.8,NORTHERN EUROPE
Eugenijus Petrovas,https://en.wikipedia.org/wiki/Eugenijus_Petrovas,Lithuania,Stub,1090157894,Lithuania,2.8,NORTHERN EUROPE
Virginijus Pikturna,https://en.wikipedia.org/wiki/Virginijus_Pikturna,Lithuania,Stub,1110987732,Lithuania,2.8,NORTHERN EUROPE
Petras Poškus,https://en.wikipedia.org/wiki/Petras_Poškus,Lithuania,Stub,1105344855,Lithuania,2.8,NORTHERN EUROPE
Vidmantas Povilionis,https://en.wikipedia.org/wiki/Vidmantas_Povilionis,Lithuania,Stub,978236741,Lithuania,2.8,NORTHERN EUROPE
Antanas Purėnas,https://en.wikipedia.org/wiki/Antanas_Purėnas,Lithuania,Stub,1053162971,Lithuania,2.8,NORTHERN EUROPE
Liudvikas Narcizas Rasimavičius,https://en.wikipedia.org/wiki/Liudvikas_Narcizas_Rasimavičius,Lithuania,Stub,978229778,Lithuania,2.8,NORTHERN EUROPE
Liudvikas Saulius Razma,https://en.wikipedia.org/wiki/Liudvikas_Saulius_Razma,Lithuania,Stub,1108537637,Lithuania,2.8,NORTHERN EUROPE
Kęstutis Rimkus,https://en.wikipedia.org/wiki/Kęstutis_Rimkus,Lithuania,Stub,1084581486,Lithuania,2.8,NORTHERN EUROPE
Romualdas Rudzys,https://en.wikipedia.org/wiki/Romualdas_Rudzys,Lithuania,Stub,1078622083,Lithuania,2.8,NORTHERN EUROPE
Valerijonas Šadreika,https://en.wikipedia.org/wiki/Valerijonas_Šadreika,Lithuania,Stub,1016659563,Lithuania,2.8,NORTHERN EUROPE
Kazimieras Saja,https://en.wikipedia.org/wiki/Kazimieras_Saja,Lithuania,Stub,1089760495,Lithuania,2.8,NORTHERN EUROPE
Józef Sapieha,https://en.wikipedia.org/wiki/Józef_Sapieha,Lithuania,Stub,1005625450,Lithuania,2.8,NORTHERN EUROPE
Gediminas Šerkšnys,https://en.wikipedia.org/wiki/Gediminas_Šerkšnys,Lithuania,Stub,1019817150,Lithuania,2.8,NORTHERN EUROPE
Liudvikas Simutis,https://en.wikipedia.org/wiki/Liudvikas_Simutis,Lithuania,Stub,1020199058,Lithuania,2.8,NORTHERN EUROPE
Jonas Tamulis,https://en.wikipedia.org/wiki/Jonas_Tamulis,Lithuania,Stub,1020058624,Lithuania,2.8,NORTHERN EUROPE
Vladas Terleckas,https://en.wikipedia.org/wiki/Vladas_Terleckas,Lithuania,Stub,1001712089,Lithuania,2.8,NORTHERN EUROPE
Zigmas Vaišvila,https://en.wikipedia.org/wiki/Zigmas_Vaišvila,Lithuania,Stub,1090444812,Lithuania,2.8,NORTHERN EUROPE
Rimvydas Valatka,https://en.wikipedia.org/wiki/Rimvydas_Valatka,Lithuania,Stub,1097742567,Lithuania,2.8,NORTHERN EUROPE
Birutė Valionytė,https://en.wikipedia.org/wiki/Birutė_Valionytė,Lithuania,Stub,1115082962,Lithuania,2.8,NORTHERN EUROPE
Povilas Varanauskas,https://en.wikipedia.org/wiki/Povilas_Varanauskas,Lithuania,Stub,1115085817,Lithuania,2.8,NORTHERN EUROPE
Iosif Vareikis,https://en.wikipedia.org/wiki/Iosif_Vareikis,Lithuania,C,1095024223,Lithuania,2.8,NORTHERN EUROPE
Eduardas Vilkas,https://en.wikipedia.org/wiki/Eduardas_Vilkas,Lithuania,Stub,1051384630,Lithuania,2.8,NORTHERN EUROPE
Povilas Višinskis,https://en.wikipedia.org/wiki/Povilas_Višinskis,Lithuania,FA,1080541534,Lithuania,2.8,NORTHERN EUROPE
Alfonsas Žalys,https://en.wikipedia.org/wiki/Alfonsas_Žalys,Lithuania,Stub,1051529875,Lithuania,2.8,NORTHERN EUROPE
Nicolas Biever,https://en.wikipedia.org/wiki/Nicolas_Biever,Luxembourg,Start,1040168986,Luxembourg,0.7,WESTERN EUROPE
René Blum (politician),https://en.wikipedia.org/wiki/René_Blum_(politician),Luxembourg,Stub,1098326089,Luxembourg,0.7,WESTERN EUROPE
Dominique Brasseur,https://en.wikipedia.org/wiki/Dominique_Brasseur,Luxembourg,Start,1036127322,Luxembourg,0.7,WESTERN EUROPE
Xavier Brasseur,https://en.wikipedia.org/wiki/Xavier_Brasseur,Luxembourg,Start,1095247221,Luxembourg,0.7,WESTERN EUROPE
Jean-Pierre Büchler,https://en.wikipedia.org/wiki/Jean-Pierre_Büchler,Luxembourg,Stub,972475222,Luxembourg,0.7,WESTERN EUROPE
Corinne Cahen,https://en.wikipedia.org/wiki/Corinne_Cahen,Luxembourg,Stub,1091081009,Luxembourg,0.7,WESTERN EUROPE
Sven Clement,https://en.wikipedia.org/wiki/Sven_Clement,Luxembourg,Start,1106657885,Luxembourg,0.7,WESTERN EUROPE
Émile Colling,https://en.wikipedia.org/wiki/Émile_Colling,Luxembourg,Stub,1093095448,Luxembourg,0.7,WESTERN EUROPE
Lex Delles,https://en.wikipedia.org/wiki/Lex_Delles,Luxembourg,Stub,1096618433,Luxembourg,0.7,WESTERN EUROPE
Carole Dieschbourg,https://en.wikipedia.org/wiki/Carole_Dieschbourg,Luxembourg,Start,1108005686,Luxembourg,0.7,WESTERN EUROPE
Norbert Dumont,https://en.wikipedia.org/wiki/Norbert_Dumont,Luxembourg,Stub,1098325935,Luxembourg,0.7,WESTERN EUROPE
Paul Elvinger,https://en.wikipedia.org/wiki/Paul_Elvinger,Luxembourg,Stub,1105609969,Luxembourg,0.7,WESTERN EUROPE
Frank Engel (politician),https://en.wikipedia.org/wiki/Frank_Engel_(politician),Luxembourg,C,1067686448,Luxembourg,0.7,WESTERN EUROPE
Jean Ersfeld,https://en.wikipedia.org/wiki/Jean_Ersfeld,Luxembourg,Start,1045766144,Luxembourg,0.7,WESTERN EUROPE
Johannes Olav Fallize,https://en.wikipedia.org/wiki/Johannes_Olav_Fallize,Luxembourg,C,1098325847,Luxembourg,0.7,WESTERN EUROPE
Marc Hansen (politician),https://en.wikipedia.org/wiki/Marc_Hansen_(politician),Luxembourg,Stub,972541291,Luxembourg,0.7,WESTERN EUROPE
Aloyse Hentgen,https://en.wikipedia.org/wiki/Aloyse_Hentgen,Luxembourg,Start,1033045810,Luxembourg,0.7,WESTERN EUROPE
Dan Kersch,https://en.wikipedia.org/wiki/Dan_Kersch,Luxembourg,Stub,1100444711,Luxembourg,0.7,WESTERN EUROPE
Fred Keup,https://en.wikipedia.org/wiki/Fred_Keup,Luxembourg,Start,1098325820,Luxembourg,0.7,WESTERN EUROPE
Guillaume Konsbruck,https://en.wikipedia.org/wiki/Guillaume_Konsbruck,Luxembourg,Start,1032222770,Luxembourg,0.7,WESTERN EUROPE
Damian Kratzenberg,https://en.wikipedia.org/wiki/Damian_Kratzenberg,Luxembourg,Start,1109668652,Luxembourg,0.7,WESTERN EUROPE
Pierre Krier,https://en.wikipedia.org/wiki/Pierre_Krier,Luxembourg,Stub,1025075327,Luxembourg,0.7,WESTERN EUROPE
Léon de la Fontaine,https://en.wikipedia.org/wiki/Léon_de_la_Fontaine,Luxembourg,Start,989275202,Luxembourg,0.7,WESTERN EUROPE
Andy Maar,https://en.wikipedia.org/wiki/Andy_Maar,Luxembourg,Start,1083972057,Luxembourg,0.7,WESTERN EUROPE
Norbert Metz,https://en.wikipedia.org/wiki/Norbert_Metz,Luxembourg,Start,1098326093,Luxembourg,0.7,WESTERN EUROPE
Maggy Nagel,https://en.wikipedia.org/wiki/Maggy_Nagel,Luxembourg,Stub,972402515,Luxembourg,0.7,WESTERN EUROPE
Camille Ney,https://en.wikipedia.org/wiki/Camille_Ney,Luxembourg,Stub,972474614,Luxembourg,0.7,WESTERN EUROPE
Alphonse Osch,https://en.wikipedia.org/wiki/Alphonse_Osch,Luxembourg,Stub,1011079244,Luxembourg,0.7,WESTERN EUROPE
Roy Reding,https://en.wikipedia.org/wiki/Roy_Reding,Luxembourg,C,1098325858,Luxembourg,0.7,WESTERN EUROPE
Émile Schaus,https://en.wikipedia.org/wiki/Émile_Schaus,Luxembourg,Start,1011079294,Luxembourg,0.7,WESTERN EUROPE
Meris Šehović,https://en.wikipedia.org/wiki/Meris_Šehović,Luxembourg,Start,1090540880,Luxembourg,0.7,WESTERN EUROPE
Émile Servais,https://en.wikipedia.org/wiki/Émile_Servais,Luxembourg,Start,1021508291,Luxembourg,0.7,WESTERN EUROPE
Joe Thein,https://en.wikipedia.org/wiki/Joe_Thein,Luxembourg,C,1106126986,Luxembourg,0.7,WESTERN EUROPE
Jean Ulveling,https://en.wikipedia.org/wiki/Jean_Ulveling,Luxembourg,Start,1044934913,Luxembourg,0.7,WESTERN EUROPE
Dominique Urbany,https://en.wikipedia.org/wiki/Dominique_Urbany,Luxembourg,Stub,1011079343,Luxembourg,0.7,WESTERN EUROPE
René Urbany,https://en.wikipedia.org/wiki/René_Urbany,Luxembourg,Stub,1035637714,Luxembourg,0.7,WESTERN EUROPE
Jup Weber,https://en.wikipedia.org/wiki/Jup_Weber,Luxembourg,Stub,1103547818,Luxembourg,0.7,WESTERN EUROPE
Augustin Andriamananoro,https://en.wikipedia.org/wiki/Augustin_Andriamananoro,Madagascar,C,1088440296,Madagascar,29.6,EASTERN AFRICA
Andriamihaja,https://en.wikipedia.org/wiki/Andriamihaja,Madagascar,Start,1049859568,Madagascar,29.6,EASTERN AFRICA
Gilbert Annette,https://en.wikipedia.org/wiki/Gilbert_Annette,Madagascar,Stub,1074411018,Madagascar,29.6,EASTERN AFRICA
Azaly Ben Marofo,https://en.wikipedia.org/wiki/Azaly_Ben_Marofo,Madagascar,Stub,1015779867,Madagascar,29.6,EASTERN AFRICA
Laurent Botokeky,https://en.wikipedia.org/wiki/Laurent_Botokeky,Madagascar,Stub,1052355009,Madagascar,29.6,EASTERN AFRICA
Monja Jaona,https://en.wikipedia.org/wiki/Monja_Jaona,Madagascar,C,1036147967,Madagascar,29.6,EASTERN AFRICA
Ralijaona Laingo,https://en.wikipedia.org/wiki/Ralijaona_Laingo,Madagascar,Stub,1025261917,Madagascar,29.6,EASTERN AFRICA
Lucien Xavier Michel-Andrianarahinjaka,https://en.wikipedia.org/wiki/Lucien_Xavier_Michel-Andrianarahinjaka,Madagascar,C,1058321016,Madagascar,29.6,EASTERN AFRICA
